District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Coordinates
Madison School District,Race/Ethnicity,White,2058,0.9585,2130.0,0.9755,2230.0,0.962,"41.339776639, -72.628615915)"
Madison School District,High Needs,Students Without High Needs,1980,0.9605,2004.0,0.9769,2120.0,0.9632,"41.339776639, -72.628615915)"
Madison School District,High Needs,Students With High Needs,422,0.9537,444.0,0.9662,464.0,0.9593,"41.339776639, -72.628615915)"
Manchester School District,,All Students,6039,0.8854,5459.0,0.8884,6023.0,0.9325,"41.76606698, -72.519725958)"
Manchester School District,Students With Disabilities,Students With Disabilities,959,0.8446,882.0,0.8329,959.0,0.9103,"41.76606698, -72.519725958)"
Manchester School District,Free/Reduced Lunch,Free Meal Eligible,2922,0.8577,2747.0,0.8465,3311.0,0.9186,"41.76606698, -72.519725958)"
Manchester School District,Free/Reduced Lunch,Reduced Price Meal Eligible,497,0.9005,415.0,0.8963,423.0,0.9469,"41.76606698, -72.519725958)"
Manchester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3419,0.8639,3162.0,0.8532,3734.0,0.9219,"41.76606698, -72.519725958)"
Manchester School District,English Learners,English Learners,461,0.885,405.0,0.878,455.0,0.9195,"41.76606698, -72.519725958)"
Manchester School District,Race/Ethnicity,All other races,661,0.8982,605.0,0.9185,680.0,0.9348,"41.76606698, -72.519725958)"
Manchester School District,Race/Ethnicity,Black or African American,1492,0.8895,1359.0,0.8762,1514.0,0.9378,"41.76606698, -72.519725958)"
Manchester School District,Race/Ethnicity,Hispanic/Latino of any race,2011,0.8609,1721.0,0.8558,1777.0,0.9196,"41.76606698, -72.519725958)"
Manchester School District,Race/Ethnicity,White,1875,0.9034,1774.0,0.9181,2052.0,0.9389,"41.76606698, -72.519725958)"
Manchester School District,High Needs,Students Without High Needs,2050,0.9222,1789.0,0.945,1942.0,0.9509,"41.76606698, -72.519725958)"
Manchester School District,High Needs,Students With High Needs,3821,0.8672,3518.0,0.8596,4081.0,0.9236,"41.76606698, -72.519725958)"
Mansfield School District,,All Students,948,0.9356,978.0,0.9576,1075.0,0.9567,"41.77313699, -72.192147017)"
Mansfield School District,Students With Disabilities,Students With Disabilities,131,0.9099,118.0,0.938,138.0,0.947,"41.77313699, -72.192147017)"
Mansfield School District,Free/Reduced Lunch,Free Meal Eligible,232,0.9057,244.0,0.9289,302.0,0.9461,"41.77313699, -72.192147017)"
Mansfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,30,0.9474,55.0,0.9536,42.0,0.959,"41.77313699, -72.192147017)"
Mansfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,262,0.9105,299.0,0.9334,344.0,0.9477,"41.77313699, -72.192147017)"
Mansfield School District,English Learners,English Learners,47,0.9371,37.0,0.9584,63.0,0.9664,"41.77313699, -72.192147017)"
Mansfield School District,Race/Ethnicity,All other races,152,0.9567,165.0,0.9754,196.0,0.9652,"41.77313699, -72.192147017)"
Mansfield School District,Race/Ethnicity,Black or African American,32,0.9364,33.0,0.9307,31.0,0.9431,"41.77313699, -72.192147017)"
Mansfield School District,Race/Ethnicity,Hispanic/Latino of any race,150,0.9079,148.0,0.9265,144.0,0.9467,"41.77313699, -72.192147017)"
Mansfield School District,Race/Ethnicity,White,614,0.9371,632.0,0.9616,704.0,0.957,"41.77313699, -72.192147017)"
Mansfield School District,High Needs,Students Without High Needs,574,0.9478,587.0,0.9691,631.0,0.9608,"41.77313699, -72.192147017)"
Mansfield School District,High Needs,Students With High Needs,352,0.9165,373.0,0.9397,444.0,0.9506,"41.77313699, -72.192147017)"
Marlborough School District,,All Students,445,0.9462,434.0,0.954,427.0,0.9577,"41.62704398, -72.45945999)"
Marlborough School District,Students With Disabilities,Students With Disabilities,46,0.945,49.0,0.9467,55.0,0.9563,"41.62704398, -72.45945999)"
Marlborough School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,71,0.9365,64.0,0.9382,66.0,0.9536,"41.62704398, -72.45945999)"
Marlborough School District,Race/Ethnicity,Hispanic/Latino of any race,39,0.9435,29.0,0.9301,29.0,0.9631,"41.62704398, -72.45945999)"
Marlborough School District,Race/Ethnicity,White,382,0.9473,379.0,0.955,369.0,0.9571,"41.62704398, -72.45945999)"
Marlborough School District,High Needs,Students Without High Needs,334,0.948,323.0,0.9567,316.0,0.9582,"41.62704398, -72.45945999)"
Marlborough School District,High Needs,Students With High Needs,107,0.9396,106.0,0.9464,111.0,0.9564,"41.62704398, -72.45945999)"
Meriden School District,,All Students,8476,0.9112,8121.0,0.9288,8052.0,0.9457,"41.542931357, -72.774615534)"
Meriden School District,Students With Disabilities,Students With Disabilities,1663,0.8845,1555.0,0.8976,1630.0,0.9244,"41.542931357, -72.774615534)"
Meriden School District,Free/Reduced Lunch,Free Meal Eligible,5968,0.9028,5267.0,0.9168,5366.0,0.9379,"41.542931357, -72.774615534)"
Meriden School District,Free/Reduced Lunch,Reduced Price Meal Eligible,984,0.9311,837.0,0.9528,901.0,0.9588,"41.542931357, -72.774615534)"
Meriden School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,6952,0.9068,6104.0,0.9218,6267.0,0.941,"41.542931357, -72.774615534)"
Meriden School District,English Learners,English Learners,1394,0.906,1277.0,0.9242,1389.0,0.942,"41.542931357, -72.774615534)"
Meriden School District,Race/Ethnicity,All other races,543,0.9226,497.0,0.9448,516.0,0.9533,"41.542931357, -72.774615534)"
Meriden School District,Race/Ethnicity,Black or African American,956,0.9124,899.0,0.9295,841.0,0.9521,"41.542931357, -72.774615534)"
Meriden School District,Race/Ethnicity,Hispanic/Latino of any race,5035,0.9042,4752.0,0.9214,4663.0,0.9407,"41.542931357, -72.774615534)"
Meriden School District,Race/Ethnicity,White,1942,0.9255,1973.0,0.9421,2032.0,0.9526,"41.542931357, -72.774615534)"
Meriden School District,High Needs,Students Without High Needs,1023,0.9437,1472.0,0.9605,1433.0,0.9655,"41.542931357, -72.774615534)"
Meriden School District,High Needs,Students With High Needs,7250,0.9072,6466.0,0.9222,6619.0,0.9414,"41.542931357, -72.774615534)"
Middletown School District,,All Students,4346,0.8941,4308.0,0.9234,4488.0,0.9445,"41.577100997, -72.679913013)"
Middletown School District,Homelessness,Students Experiencing Homelessness,35,0.8319,29.0,0.7756,39.0,0.8761,"41.577100997, -72.679913013)"
Middletown School District,Students With Disabilities,Students With Disabilities,596,0.8606,583.0,0.8709,606.0,0.9248,"41.577100997, -72.679913013)"
Middletown School District,Free/Reduced Lunch,Free Meal Eligible,1394,0.867,1678.0,0.8805,1933.0,0.9303,"41.577100997, -72.679913013)"
Middletown School District,Free/Reduced Lunch,Reduced Price Meal Eligible,226,0.8798,267.0,0.9108,228.0,0.9497,"41.577100997, -72.679913013)"
Middletown School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1620,0.8688,1945.0,0.8847,2161.0,0.9324,"41.577100997, -72.679913013)"
Middletown School District,English Learners,English Learners,189,0.8983,155.0,0.8974,183.0,0.9435,"41.577100997, -72.679913013)"
Middletown School District,Race/Ethnicity,All other races,703,0.9026,680.0,0.9317,635.0,0.9496,"41.577100997, -72.679913013)"
Middletown School District,Race/Ethnicity,Black or African American,954,0.8755,886.0,0.8907,907.0,0.9399,"41.577100997, -72.679913013)"
Middletown School District,Race/Ethnicity,Hispanic/Latino of any race,702,0.8701,786.0,0.8853,883.0,0.9299,"41.577100997, -72.679913013)"
Middletown School District,Race/Ethnicity,White,1987,0.9085,1956.0,0.9505,2063.0,0.9513,"41.577100997, -72.679913013)"
Middletown School District,High Needs,Students Without High Needs,2288,0.9132,2036.0,0.9617,2075.0,0.9577,"41.577100997, -72.679913013)"
Middletown School District,High Needs,Students With High Needs,1971,0.8728,2202.0,0.8884,2413.0,0.9331,"41.577100997, -72.679913013)"
Milford School District,,All Students,5204,0.9227,5274.0,0.9424,5395.0,0.95,"41.22411198, -73.060012959)"
Milford School District,Students With Disabilities,Students With Disabilities,784,0.8946,780.0,0.9112,817.0,0.9256,"41.22411198, -73.060012959)"
Milford School District,Free/Reduced Lunch,Free Meal Eligible,1113,0.9021,1205.0,0.9099,1292.0,0.9347,"41.22411198, -73.060012959)"
Milford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,282,0.9156,293.0,0.929,233.0,0.9516,"41.22411198, -73.060012959)"
Milford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1395,0.9049,1498.0,0.9137,1525.0,0.9374,"41.22411198, -73.060012959)"
Milford School District,English Learners,English Learners,121,0.9341,124.0,0.9387,155.0,0.9446,"41.22411198, -73.060012959)"
Milford School District,Race/Ethnicity,All other races,658,0.9336,642.0,0.9536,651.0,0.9559,"41.22411198, -73.060012959)"
Milford School District,Race/Ethnicity,Black or African American,254,0.9136,252.0,0.9095,253.0,0.949,"41.22411198, -73.060012959)"
Milford School District,Race/Ethnicity,Hispanic/Latino of any race,768,0.9141,696.0,0.9328,666.0,0.9474,"41.22411198, -73.060012959)"
Milford School District,Race/Ethnicity,White,3524,0.9231,3684.0,0.9444,3825.0,0.9495,"41.22411198, -73.060012959)"
Milford School District,High Needs,Students Without High Needs,3201,0.933,3212.0,0.9578,3316.0,0.9588,"41.22411198, -73.060012959)"
Milford School District,High Needs,Students With High Needs,1920,0.9068,1991.0,0.9175,2079.0,0.9356,"41.22411198, -73.060012959)"
Monroe School District,,All Students,3319,0.9485,3188.0,0.9781,3128.0,0.961,"41.317811013, -73.254257028)"
Monroe School District,Students With Disabilities,Students With Disabilities,446,0.9363,396.0,0.967,405.0,0.9462,"41.317811013, -73.254257028)"
Monroe School District,Free/Reduced Lunch,Free Meal Eligible,262,0.9255,259.0,0.9576,279.0,0.9456,"41.317811013, -73.254257028)"
Monroe School District,Free/Reduced Lunch,Reduced Price Meal Eligible,75,0.9395,84.0,0.959,61.0,0.951,"41.317811013, -73.254257028)"
Monroe School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,337,0.9286,343.0,0.958,340.0,0.9466,"41.317811013, -73.254257028)"
Monroe School District,English Learners,English Learners,43,0.9514,37.0,0.9661,33.0,0.9615,"41.317811013, -73.254257028)"
Monroe School District,Race/Ethnicity,All other races,315,0.9532,305.0,0.9779,280.0,0.9675,"41.317811013, -73.254257028)"
Monroe School District,Race/Ethnicity,Black or African American,102,0.9588,76.0,0.9773,66.0,0.969,"41.317811013, -73.254257028)"
Monroe School District,Race/Ethnicity,Hispanic/Latino of any race,501,0.942,413.0,0.9746,353.0,0.9554,"41.317811013, -73.254257028)"
Monroe School District,Race/Ethnicity,White,2401,0.9488,2394.0,0.9787,2429.0,0.9609,"41.317811013, -73.254257028)"
Monroe School District,High Needs,Students Without High Needs,2545,0.9525,2450.0,0.9821,2432.0,0.9645,"41.317811013, -73.254257028)"
Monroe School District,High Needs,Students With High Needs,737,0.9351,695.0,0.9646,696.0,0.9488,"41.317811013, -73.254257028)"
Montville School District,,All Students,1970,0.9225,1934.0,0.9207,2007.0,0.9557,"41.446957994, -72.196233027)"
Montville School District,Students With Disabilities,Students With Disabilities,351,0.8799,325.0,0.8839,364.0,0.9418,"41.446957994, -72.196233027)"
Montville School District,Free/Reduced Lunch,Free Meal Eligible,648,0.8993,677.0,0.8809,749.0,0.9405,"41.446957994, -72.196233027)"
Montville School District,Free/Reduced Lunch,Reduced Price Meal Eligible,175,0.9284,197.0,0.9128,173.0,0.9607,"41.446957994, -72.196233027)"
Montville School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,823,0.9056,874.0,0.8882,922.0,0.9443,"41.446957994, -72.196233027)"
Montville School District,English Learners,English Learners,89,0.9306,91.0,0.9171,101.0,0.9651,"41.446957994, -72.196233027)"
Montville School District,Race/Ethnicity,All other races,389,0.9277,404.0,0.9272,422.0,0.964,"41.446957994, -72.196233027)"
Montville School District,Race/Ethnicity,Black or African American,86,0.9225,69.0,0.9041,66.0,0.9724,"41.446957994, -72.196233027)"
Montville School District,Race/Ethnicity,Hispanic/Latino of any race,296,0.914,266.0,0.9066,278.0,0.9488,"41.446957994, -72.196233027)"
Montville School District,Race/Ethnicity,White,1199,0.9229,1195.0,0.9225,1241.0,0.9536,"41.446957994, -72.196233027)"
Montville School District,High Needs,Students Without High Needs,934,0.9419,885.0,0.9507,924.0,0.9659,"41.446957994, -72.196233027)"
Montville School District,High Needs,Students With High Needs,997,0.9062,1017.0,0.8941,1083.0,0.9468,"41.446957994, -72.196233027)"
Naugatuck School District,,All Students,4208,0.9184,4150.0,0.9151,4273.0,0.9379,"41.490793001, -73.05714199)"
Naugatuck School District,Students With Disabilities,Students With Disabilities,719,0.9057,721.0,0.8971,765.0,0.9115,"41.490793001, -73.05714199)"
Naugatuck School District,Free/Reduced Lunch,Free Meal Eligible,1839,0.8992,2097.0,0.8946,2028.0,0.9257,"41.490793001, -73.05714199)"
Naugatuck School District,Free/Reduced Lunch,Reduced Price Meal Eligible,372,0.9251,235.0,0.9319,240.0,0.9417,"41.490793001, -73.05714199)"
Naugatuck School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2211,0.9035,2332.0,0.8983,2268.0,0.9274,"41.490793001, -73.05714199)"
Naugatuck School District,English Learners,English Learners,347,0.9104,309.0,0.9012,335.0,0.9467,"41.490793001, -73.05714199)"
Naugatuck School District,Race/Ethnicity,All other races,342,0.9277,345.0,0.9248,370.0,0.9439,"41.490793001, -73.05714199)"
Naugatuck School District,Race/Ethnicity,Black or African American,466,0.924,410.0,0.9118,394.0,0.9461,"41.490793001, -73.05714199)"
Naugatuck School District,Race/Ethnicity,Hispanic/Latino of any race,1517,0.9065,1366.0,0.8979,1283.0,0.9324,"41.490793001, -73.05714199)"
Naugatuck School District,Race/Ethnicity,White,1883,0.9247,2029.0,0.9253,2226.0,0.9386,"41.490793001, -73.05714199)"
Naugatuck School District,High Needs,Students Without High Needs,1518,0.9411,1413.0,0.9447,1611.0,0.9536,"41.490793001, -73.05714199)"
Naugatuck School District,High Needs,Students With High Needs,2569,0.9055,2664.0,0.9004,2662.0,0.9282,"41.490793001, -73.05714199)"
New Britain School District,,All Students,9299,0.8671,9453.0,0.8775,9744.0,0.9254,"41.66542702, -72.761631959)"
New Britain School District,Homelessness,Students Experiencing Homelessness,81,0.8201,163.0,0.8229,259.0,0.8844,"41.66542702, -72.761631959)"
New Britain School District,Students With Disabilities,Students With Disabilities,1889,0.8315,1916.0,0.8375,2021.0,0.9011,"41.66542702, -72.761631959)"
New Britain School District,Free/Reduced Lunch,Free Meal Eligible,6030,0.8511,6098.0,0.8564,7795.0,0.9199,"41.66542702, -72.761631959)"
New Britain School District,Free/Reduced Lunch,Reduced Price Meal Eligible,755,0.8866,749.0,0.9014,561.0,0.9451,"41.66542702, -72.761631959)"
New Britain School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,6785,0.855,6847.0,0.8614,8356.0,0.9216,"41.66542702, -72.761631959)"
New Britain School District,English Learners,English Learners,1558,0.8545,1576.0,0.868,1782.0,0.9134,"41.66542702, -72.761631959)"
New Britain School District,Race/Ethnicity,All other races,613,0.8998,573.0,0.9136,567.0,0.9416,"41.66542702, -72.761631959)"
New Britain School District,Race/Ethnicity,Black or African American,1016,0.8805,1026.0,0.8836,1081.0,0.934,"41.66542702, -72.761631959)"
New Britain School District,Race/Ethnicity,Hispanic/Latino of any race,6261,0.8561,6348.0,0.8645,6473.0,0.9192,"41.66542702, -72.761631959)"
New Britain School District,Race/Ethnicity,White,1409,0.8925,1506.0,0.9137,1623.0,0.9389,"41.66542702, -72.761631959)"
New Britain School District,High Needs,Students Without High Needs,1613,0.9108,1740.0,0.937,1050.0,0.9532,"41.66542702, -72.761631959)"
New Britain School District,High Needs,Students With High Needs,7379,0.8578,7457.0,0.8642,8694.0,0.922,"41.66542702, -72.761631959)"
New Canaan School District,,All Students,4113,0.9566,4179.0,0.9776,4184.0,0.9595,"41.147946003, -73.48011403)"
New Canaan School District,Students With Disabilities,Students With Disabilities,486,0.9488,490.0,0.9717,529.0,0.9493,"41.147946003, -73.48011403)"
New Canaan School District,English Learners,English Learners,21,0.9533,25.0,0.9718,49.0,0.9585,"41.147946003, -73.48011403)"
New Canaan School District,Race/Ethnicity,All other races,495,0.9631,474.0,0.9833,461.0,0.964,"41.147946003, -73.48011403)"
New Canaan School District,Race/Ethnicity,Black or African American,54,0.9518,59.0,0.9696,61.0,0.9596,"41.147946003, -73.48011403)"
New Canaan School District,Race/Ethnicity,Hispanic/Latino of any race,245,0.9578,234.0,0.9762,212.0,0.9633,"41.147946003, -73.48011403)"
New Canaan School District,Race/Ethnicity,White,3319,0.9556,3412.0,0.977,3450.0,0.9586,"41.147946003, -73.48011403)"
New Canaan School District,High Needs,Students Without High Needs,3565,0.9577,3617.0,0.9784,3609.0,0.961,"41.147946003, -73.48011403)"
New Canaan School District,High Needs,Students With High Needs,507,0.9492,512.0,0.9718,575.0,0.95,"41.147946003, -73.48011403)"
New Fairfield School District,,All Students,2096,0.9288,2093.0,0.9587,2121.0,0.9461,"41.462535007, -73.498049962)"
New Fairfield School District,Students With Disabilities,Students With Disabilities,316,0.9108,308.0,0.9418,328.0,0.9348,"41.462535007, -73.498049962)"
New Fairfield School District,Free/Reduced Lunch,Free Meal Eligible,187,0.901,206.0,0.9384,264.0,0.9329,"41.462535007, -73.498049962)"
New Fairfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,73,0.926,69.0,0.933,78.0,0.938,"41.462535007, -73.498049962)"
New Fairfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,260,0.908,275.0,0.9371,342.0,0.9341,"41.462535007, -73.498049962)"
